society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,Direction
siddha happyville,0.64,rajarhat,6553.0,Super Built up area 975(90.58 sq.m.),2.0,2,1,not available,19,South-East,1 to 5 Year Old,"['Tollygunge Metro', 'City Centre Salt Lake', 'Rajarhat Main Rd', 'St. Andrews Public School', 'JIS University', 'Good Samaritan Hospital', 'Kolkata Airport', 'Sealdah railway station']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']",East
siddha happyville,0.88,rajarhat,6956.0,Super Built up area 1265(117.52 sq.m.),3.0,2,1,not available,2,East,1 to 5 Year Old,"['Tollygunge Metro', 'City Centre Salt Lake', 'Rajarhat Main Rd', 'St. Andrews Public School', 'JIS University', 'Good Samaritan Hospital', 'Kolkata Airport', 'Sealdah railway station']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']",East
on request,1.15,new town,7651.0,Super Built up area 1503(139.63 sq.m.),3.0,2,2,others,10,North-West,1 to 5 Year Old,"['State bank of india ATM', 'Apollo Pharmacy', 'Shapoorji Bus Stand']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",East
dlf new town heights,0.75,new town,5966.0,Super Built up area 1257(116.78 sq.m.),2.0,2,2,others,5,South-East,5 to 10 Year Old,"['mandir', 'Kali Temple', 'Hdfc bank ATM', 'Axis bank ATM', 'Citibank ATM', 'Apollo Dental Clinic', 'Bhagirathi Neotia Woman And Child Care Centre', 'Sanjeevani Health and Lifestyle Pvt Ltd', 'Tata Cancer Hospital', 'Global Healthcare System', 'Geetanjali IT Park', 'DLF IT Park', 'DLF Tower', 'Imagine Tech Park', 'Eco Park Gate 1 Parking Lot', 'New Town Bus Depot', 'Balaka Bus Terminus', 'Indian Oil Petrol Pump', 'Vijaya bank', 'Bioscope', 'Nazrul Tirtha', 'Stash Cafe', 'IRCTC Cafe', 'Biswa Bangla Gate', 'Aaheli', 'Cafe Coffee Day', 'Monginis', 'Hangout', 'Eco Hub', 'Penguin', 'Dominos Pizza', 'Lazeez', 'Oval', 'Aliah University', 'Amity University']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",East
elita garden vista phase 2,1.25,new town,7192.0,Super Built up area 1738(161.47 sq.m.),3.0,4,2,others,20,South,1 to 5 Year Old,"['Downtown Mall', 'Axis Shopping Mall', 'Home Town', 'City Center II', 'Delhi Public School', 'Techno India College', 'St. Xavier’s (Upcoming)', 'IIT Kharagpur (Upcoming)', 'Tata Memoria Hospital', 'Bus Terminus', 'DLF II', 'Ecospace', 'Infospace', 'Novotel Hotel', 'International Convention Centre']","['5 Fan', '10 Light', '1 Modular Kitchen', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",East
elita garden vista phase 2,1.2,new town,7471.0,Super Built up area 1606(149.2 sq.m.),3.0,3,2,others,10,South-East,1 to 5 Year Old,"['Downtown Mall', 'Axis Shopping Mall', 'Home Town', 'City Center II', 'Delhi Public School', 'Techno India College', 'St. Xavier’s (Upcoming)', 'IIT Kharagpur (Upcoming)', 'Tata Memoria Hospital', 'Bus Terminus', 'DLF II', 'Ecospace', 'Infospace', 'Novotel Hotel', 'International Convention Centre']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",East
ujjwala luxary apartments,1.35,new town,8946.0,Super Built up area 1509(140.19 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3,3,not available,4,West,5 to 10 Year Old,"['Kali Temple', 'Kali mandir', 'State bank of india ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Allahabad bank ATM', 'Kolkata Nursing Home', 'Charnock Hospital Pvt Ltd', 'Renaissance Hospital', 'Maa Sarada Nursing Home', 'Spandan Hospital', 'New Life Nursing Home Kolkata', 'B B Eye Foundation VIP ROAD', 'Swasti Nursing Home', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Little Hut Nirikshan Kendra', 'Avenue Nursing Home', 'Bhattacharya Orthopaedics and Related Research Centre Pvt Ltd', 'Revive Nursing Home', 'CGHS Dispensary', 'Netram Eye Hospital', 'Geetanjali IT Park', 'Imagine Tech Park', 'Airport Bus Stand lines VS1', 'Indian Oil', 'Hdfc bank', 'KFC', ""McDonald's"", 'Stash Cafe', 'KFC', 'O-Zone Restaurant cum Bar', 'KATHI JUNCTION', 'Little Friends school', 'Calcutta Public School']","['4 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '4 AC', '1 Chimney', '3 Curtains', '1 Modular Kitchen', '2 Wardrobe', '1 Sofa', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",East
uttara tritiya,1.5,new town,5769.0,Super Built up area 2600(241.55 sq.m.),4.0,4,3+,servant room,6,South-West,5 to 10 Year Old,"['Kali Temple', 'Kali mandir', 'Kali Mandir', 'Manasha Mandir', 'Dharmaraj Temple', 'State bank of india ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Kolkata Nursing Home', 'Charnock Hospital Pvt Ltd', 'Maa Sarada Nursing Home', 'Renaissance Hospital', 'Spandan Hospital', 'B B Eye Foundation VIP ROAD', 'Little Hut Nirikshan Kendra', 'New Life Nursing Home Kolkata', 'Bhattacharya Orthopaedics and Related Research Centre Pvt Ltd', 'Swasti Nursing Home', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Avenue Nursing Home', 'Netram Eye Hospital', 'CGHS Dispensary', 'Revive Nursing Home', 'Geetanjali IT Park', 'Airport Bus Stand lines VS1', 'Indian Oil', 'Hdfc bank', 'KFC', ""McDonald's"", 'Stash Cafe', 'KFC', 'KATHI JUNCTION', 'O-Zone Restaurant cum Bar', 'Little Friends school', 'Calcutta Public School']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",East
meridian splendora,1.4,paikpara,7190.0,Super Built up area 1947(180.88 sq.m.)Built Up area: 1460 sq.ft. (135.64 sq.m.),4.0,3,2,others,12,South-West,1 to 5 Year Old,"['Dum Dum Metro Station', 'Shayambazar', 'Down Town Mall', 'Direct access to B T Road', 'Connected to Chiriamore', 'Shiv Mandir', 'R G Kar Hospital', 'Airport within reach', 'Patipukur railway station', 'Milk Colony', 'Lake Town', 'Baisakhi Island']",,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",North
meridian splendora,1.06,paikpara,7181.0,Super Built up area 1476(137.12 sq.m.)Built Up area: 1107 sq.ft. (102.84 sq.m.),3.0,3,2,others,8,West,1 to 5 Year Old,"['Dum Dum Metro Station', 'Shayambazar', 'Down Town Mall', 'Direct access to B T Road', 'Connected to Chiriamore', 'Shiv Mandir', 'R G Kar Hospital', 'Airport within reach', 'Patipukur railway station', 'Milk Colony', 'Lake Town', 'Baisakhi Island']",,"['Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Separate entry for servant room', 'No open drainage around', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",North
naaa,3.0,gariahat,12897.0,Super Built up area 2326(216.09 sq.m.),3.0,2,1,"pooja room,others",2,South-East,1 to 5 Year Old,"['Gariahat Sarbojanin Durgotsab', 'Disha Eye Hospital', 'Grandview Nursing Home', 'South Calcutta Clinic', 'Prince Nursing Home Kolkata', 'All Asia Medical Institute', 'Ramesh Chandra Sen Clinic', 'Omega Optics', 'Micro Surgery Day Centre', 'Dr Nihar Munshi Eye Foundation', 'CGHS Dispensary Dover Lane', 'Quadra Medical Services Pvt Ltd', 'N G Medicare And Calcutta Hope Infertility Clinic', 'Aesthetic Dental Clinic', 'The Medicure Kolkata', 'Mood', 'B.K.Dutt Memorial Medical Centre', 'Ramkrishna Mission Institute of Culture', 'Frank Ross', 'Hdfc life bank', 'Axis bank', 'State bank of india', 'London paris cinema', 'Roll Shop', 'Mirch Masala', 'Bhojohori Manna 6', 'Sienna Store & Cafe', 'Tasty Corner', 'Tandoor', 'Wow Momo', 'Tero Parbon', 'Tribe', 'Alibaba', 'Just Baked', 'Aminia', 'Wise Owl', 'Cafe Coffee Day', 'Grub Club', 'Mystic Yoga Cafe & Studio', 'Mystic Yoga Cafe', 'Zaika', 'Zucca Lounge', '8th Day Cafe & Bakery', 'Momo on The Move', 'Mission Vegetarian Cafe', 'Kasturi', ""Captain's Deck Bar and Grill"", 'Potboiler Coffee House', 'Patha Bhavan Higher Secondary School', 'Ballygunge railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",South
residential apartment,0.82,madurdaha,6612.0,Super Built up area 1240(115.2 sq.m.),3.0,2,1,not available,1,East,0 to 1 Year Old,"['Maa kali temple', 'Shoni thakur mandir', 'Maa Kali mandir', 'Hindu Temple', 'Lord Shiva Temple', 'Old Radha Krishna Temple', 'Sada Kali Mandir', 'Shitala Mandir', 'Kali Mandir', 'Hanuman Mandir', 'Hari Sava.Lord Krishna Temple', 'Lake Pally Shiv Mandir', 'Viveknagar Kalibari', 'Pnb ATM', 'State bank of india ATM', 'Bank of baroda ATM', 'Axis bank ATM', 'A.H.IVF and Infertility Research Centre Ltd', 'Aditya Birla Sankara Nethralaya', 'Amrapali Medical Center and Nursing Home Pvt Ltd', 'Dr. Agarwals Eye Hospital', 'Sunetra Eye and Family Care Centre', 'Calcutta Institute Of Maxill Ofacial Surgery and R', 'Apex Institute Of Medical Sciences', 'Peerless Hospital and B.K.Roy Research Center', 'Netaji Subhash Chandra Bose Cancer Reasearch Inst', 'Red Plus Society Nursing Home', 'Revival Nursing Home', 'Frank Ross Pharmacy', 'Red Cross Society Medical Strore', 'Santoshpur BBD BAG mini bus stopage', 'Hdfc bank', 'State bank of india jadavpur stadium branch', 'Cinepolis', ""Chili's"", 'Ozora', ""Harvey's"", 'Boudir Hotel', 'Naushijaan', 'Thali', 'Trishna fast food', 'Sandwiches', 'Spice Of Joy', 'Red chilli', 'RD Memorial School', 'Sammilani Mahavidyalaya', 'Adarsha Balika Shikshayatan', 'Shishu Siksha Niketan', 'Bagha jatin railway station', 'Dhakuria public library']",,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",South
residential apartment,1.85,ballygunge,7400.0,Super Built up area 2500(232.26 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4,2,not available,1,South,10+ Year Old,"['Gariahat Sarbojanin Durgotsab', 'Sbi ATM', 'Quadra Medical Services Pvt Ltd', 'Micro Surgery Day Centre', 'All Asia Medical Institute', 'Deshari Complete Eye Care', 'Dr Nihar Munshi Eye Foundation', 'Disha Eye Hospital', 'Repose Clinic and Research Centre Pvt. Ltd.', 'Grandview Nursing Home', 'South Calcutta Clinic', 'Prince Nursing Home Kolkata', 'Mood', 'CGHS Dispensary Dover Lane', 'The Medicure Kolkata', 'Omega Optics', 'N G Medicare And Calcutta Hope Infertility Clinic', 'Ramesh Chandra Sen Clinic', 'Duncan Gleneagles Hospitals', 'B.K.Dutt Memorial Medical Centre', 'Frank Ross', 'Ballygunge Drugs Centre', 'London paris cinema', 'Hdfc life bank', 'Axis bank', 'Momo on The Move', 'Tasty Corner', 'Dhaba', 'Mirch Masala', 'Kasturi', '6 Ballygunge Place', 'Bohemian', 'Roll Shop', 'Bojangles', 'Bhojohori Manna 6', ""Haldiram's"", 'Teekha', 'Sienna Store & Cafe', 'Wow Momo', 'Tandoor', 'Coffeeshop', 'Tribe', 'Tero Parbon', 'Aminia', 'Alibaba', 'Wise Owl', 'Just Baked', 'Patha Bhavan Higher Secondary School', 'Patha Bhavan High School', 'Ballygunge railway station']","['1 Water Purifier', '9 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '15 Light', '1 Chimney', '7 AC', '1 Modular Kitchen', '7 Curtains', '10 TV', '6 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No Bed']","['Lift(s)', 'Maintenance Staff', 'Water Storage']",South
residential apartment,1.8,ballygunge,11538.0,Super Built up area 1560(144.93 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,2,1,not available,4,South-East,0 to 1 Year Old,"['Gariahat Sarbojanin Durgotsab', 'All Asia Medical Institute', 'Dr Nihar Munshi Eye Foundation', 'South Calcutta Clinic', 'Grandview Nursing Home', 'Prince Nursing Home Kolkata', 'Micro Surgery Day Centre', 'CGHS Dispensary Dover Lane', 'Disha Eye Hospital', 'Omega Optics', 'Quadra Medical Services Pvt Ltd', 'N G Medicare And Calcutta Hope Infertility Clinic', 'Ramesh Chandra Sen Clinic', 'Park Site Nursing Home', 'Fortis Hospital and Kidney Institute', 'Deshari Complete Eye Care', 'Southern Nursing Home', 'Frank Ross', 'Hdfc life bank', 'Axis bank', 'State bank of india', 'London paris cinema', 'Mirch Masala', 'Bhojohori Manna 6', 'Roll Shop', 'Tasty Corner', 'Sienna Store & Cafe', 'Wise Owl', 'Bojangles', 'Momo on The Move', 'Mystic Yoga Cafe', 'Tero Parbon', 'Mystic Yoga Cafe & Studio', 'Zucca Lounge', 'Kasturi', 'Dhaba', '8th Day Cafe & Bakery', 'Potboiler Coffee House', 'Tandoor', 'Just Baked', 'Wow Momo', 'Alibaba', 'Tribe', 'Aminia', 'Grub Club', 'Cafe Coffee Day', 'Zaika', '6 Ballygunge Place', 'Patha Bhavan Higher Secondary School', 'Gita bhavan library']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",South
residential apartment,1.85,ballygunge,8409.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3,1,not available,4,South-East,10+ Year Old,"['Ice Skating Rink', 'Arathdar Masjid', 'Sbi ATM', 'Repose Clinic and Research Centre Pvt. Ltd.', 'Deshari Complete Eye Care', 'Quadra Medical Services Pvt Ltd', 'Micro Surgery Day Centre', 'All Asia Medical Institute', 'Duncan Gleneagles Hospitals', 'Mediview Nursing Home Pvt Ltd', ""Implant's Better Sight Centre Pvt Ltd"", 'Dr Nihar Munshi Eye Foundation', 'Mood', 'Swastik Seva Sadan', 'Disha Eye Hospital', 'The Medicure Kolkata', 'Implant House Laser and Diagnostic Centre', 'Good Samaritan Hospital Kolkata', 'Grandview Nursing Home', 'South Calcutta Clinic', 'Institute Of Child Health', 'Farsight Eye Research Centre', 'TRA General Hospital - Kolkata', 'Frank Ross', 'Ballygunge Drugs Centre', 'Bright Street', 'Frank Ross Pharmacy', 'London paris cinema', 'Inox quest cinema', 'Dhaba', 'Momo on The Move', 'Bohemian', ""Haldiram's"", 'Kasturi', 'Teekha', '6 Ballygunge Place', 'Coffeeshop', 'Tasty Corner', 'Mirch Masala', 'Dominos', 'KFC', 'Bojangles', 'Pizza Hut', 'The Irish House', 'Roll Shop', 'Automobile association of eastern India', 'The South Indian', 'Patha Bhavan High School', 'Patha Bhavan Higher Secondary School']","['1 Water Purifier', '1 Fridge', '8 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '9 Light', '7 Curtains', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 TV', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",South
residential apartment,1.35,southern avenue,10000.0,Super Built up area 1350(125.42 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2,1,not available,2,South-East,10+ Year Old,"['Kalighat metro station', 'Lake Kalibari', 'State bank of india ATM', 'Dhanalakshimi bank ATM', 'Amri Medical Centre', 'Kottakkal Ayurvedic Hospital and Research Centre', 'Infirmary Orthopaedic Centre and Nursing Home', 'B.N Basu Memorial Clinic Appolo Nursing Home', 'Smile And Profile Dental Treatment Centre Pvt Ltd', 'Mohan Clinic', 'N.G. Nursing Home', 'Himalaya Vision Care Centre', 'Complete Care', 'Nemesis Eye Centre', 'Fortis Hospital and Kidney Institute', 'CGHS Dispensary Lake Area', 'Microlap Nursing Home', 'Park Site Nursing Home', 'Southern Nursing Home', 'Dental Hospital', 'Santosh Clinic', 'Amulya Jyoti Eye Foundation', 'Palm Springs', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Probal Eye Institute', 'Shankarnath Dialysis Centre and Nursing Home', 'Get Well', 'Sri Ramakrishna Pharmacy', 'Indian bank', 'Axis bank', 'Cinepolis', 'Cakes', 'Bombay Kulfi', 'North & South', 'Cafe Kathmandu', 'Steak Factory', 'Cafe Coffee Day', 'Barbeque Nation', 'Banana Leaf', ""Radu Babu's"", 'Tak Heng', 'Bru Mugs', 'Potboiler Coffee House', 'Cafe HQ', 'Ammini', 'Mystic Yoga Cafe', 'Mystic Yoga Cafe & Studio', 'Birla Academy of Fine Arts', 'Lake gardens railway station', 'Tollygunge railway station']",,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff']",South
residential apartment,1.32,hazra,10352.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3,1,not available,4,South-East,0 to 1 Year Old,"['Jatin das park metro station', 'Kalighat metro station', 'Radha Krishna Mandir', 'Axis bank ATM', 'Dhanalakshimi bank ATM', 'State bank of india ATM', 'Paramount Nursing Home', 'Paramount Clinic', 'Elite Nursing Home', 'CGHS Dispensary Bhownipur-Kalighat', 'Rama Krishna Mission Seva Pratisthan', 'Chittaranjan National Cancer Institute Hospital', 'Calcutta Heart Research Center', 'Chittaranjan Seva Sadan', 'Chittaranjan Shishu Hospital', 'Palm Springs', 'Microlap Nursing Home', 'Probal Eye Institute', 'Amulya Jyoti Eye Foundation', 'Ashutosh Nursing Home', 'Southern Nursing Home', 'Centre Point Nursing Home', 'Smile And Profile Dental Treatment Centre Pvt Ltd', 'Dental Hospital', 'Nemesis Eye Centre', 'Himalaya Vision Care Centre', 'B.N Basu Memorial Clinic Appolo Nursing Home', 'Fortis Hospital and Kidney Institute', 'Anandalok Hospital', 'Health Point Hospitals', 'Get Well', 'Sri Ramakrishna Pharmacy', 'Indira Cinema Hall', 'Bijoli Cinema Hall', 'Bharati Cinema Hall', 'Purna Cinema', 'Cinepolis', 'Axis bank', 'Cafe coffee day', 'Ammini', 'Banana Leaf', 'Barbeque Nation', 'Cafe Coffee Day', ""Radu Babu's"", 'Bojangles', 'The New Horizon High School', 'Shyama Prasad College', 'Jogomaya Devi College', 'Asutosh College', 'Gita bhavan library']",,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",South
residential apartment,1.42,pr,7473.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,3,1,not available,2,North-East,5 to 10 Year Old,"['Viveknagar Kalibari', 'Nipponzan Myohoji Buddhist Temple', 'Hari Sava.Lord Krishna Temple', 'Lake Pally Shiv Mandir', 'Hanuman Mandir', 'Kali Mandir', 'Shitala Mandir', 'Sada Kali Mandir', 'Lord Shiva Temple', 'Disha Eye Care Center', 'Dr. Mina Majumder Seva Mandir Pvt. Ltd', 'Dhakuria Sree Ramkrishna Sebasram', 'RG Stone Urology And Laparoscopy Hospital Kolkata', 'Sri Aurobindo Seva Kendra EEDF', 'KD Cure S.C. Das Memorial Medical Center', 'AMRI Hospital', 'Jodhpur Park Nursing and Maternity Home Pvt Ltd', 'Revival Nursing Home', 'Cure Centre Nursing Home', 'Lake Nursing Home', 'SilverLine Eye Hospital', 'Acharya Srimat Yogesh Brahmachari Charitable Eye Clinic', 'Aesthetic Dental Clinic', 'hospoital', 'B.K.Dutt Memorial Medical Centre', 'Ramkrishna Mission Institute of Culture', 'INOX South City', 'State bank of india', 'Bandhan bank', 'Spice Of Joy', 'Ubuntu Community', 'Mission Vegetarian Cafe', 'Zaika', 'Cafe Coffee Day', 'Grub Club', 'Aminia', ""Captain's Deck Bar and Grill"", 'Tribe', 'RD Memorial School', 'Jadavpur N.K. Pal Adarsha Sikshayatan', 'Adarsha Balika Shikshayatan', 'Shishu Siksha Niketan', 'Jadavpur Vidyapith', 'Indian Institute Of Chemical Biology', 'Electrical Engineering Department', 'High Tension Laboratory', 'Jadavpur University', 'South City International School', 'Dhakuria railway station', 'Jadavpur railway station']",,"['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",South
